categorie,nom,sigle,numero_inscription,date_reconnaissance,adresse_siege,courriel,domaine_intervention,zones_declarees,departements_reconnus,communes_reconnues,pcodes_communes,methode_rattachement,nationalite,nationalite_source,moniteur,source_id,source,date_extraction,statut_valeur,niveau_qualite,version
ONG enregistrées (registre légal),Organisation pour le Développement National et l&#039;Evangélisation,ODNE,B-0175,10-Apr-96,"Carrefour, Ruelle Sapotille",,Santé; Agriculture; Education,Nord,Nord,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation pour le Developpement Social Integre,ODSI,B-0526,9-Jun-11,"524, Delmas 66 A&amp;B",,Assitance sociale,Delmas,,Delmas,HT0112,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation pour le Développement Socio-Economique d&#039;Haïti,ODESEH,B-0367,13-Dec-04,,,Assistance Sociale,"Delmas, Pétion-Ville, Carrefour, Croix des Bouquets, Port-au-Prince",,Carrefour ; Croix-Des-Bouquets ; Delmas ; Port-au-Prince ; Pétion-Ville,HT0111 ; HT0112 ; HT0113 ; HT0114 ; HT0131,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation pour le Renforcement de l&#039;Education et de l&#039;Instruction,OREI,B-0392,3-Mar-06,"1, Delmas 71, Complexe Lafayette B.P 15094, Delmas, Haïti www.orei.org / admin@orei.org",,Education,"Région Métropolitaine, Kenskoff, Croix-des-Bouquets, Pétion-Ville, Tabarre",,Croix-Des-Bouquets ; Pétion-Ville ; Tabarre,HT0114 ; HT0118 ; HT0131,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Rome Haïti,ORH,B-0300,29-Jul-02,"56, Blvd. 15 Octobre, Tabarre",,Santé,Delmas,,Delmas,HT0112,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Sové Lavi,OSL,B-0361,13-Oct-04,"94, Rte Nle # 1, Pond Sondé",,Santé,Pond Sondé (St. Marc),,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Technique de la Sagesse / Wistech Organisation,OTS / WTO,B-0532,30-Jun-11,"74,Rue Lambert,Petion-Ville",wb@wistechinc.com,Education / Formation professionnelle,Petion-Ville,,Pétion-Ville,HT0114,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organizasyon Men Kontre,OMEK,B-0232,8-Apr-96,"Rue gardienne , Petit Trou de Nippes",,Assistances Sociales,Petit Trou de Nippes,Nippes,Petit Trou de Nippes,HT1022,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Overseas Education Fund International,OEFI,A-0089,19-Jun-86,"Edifice Sonapi, P-au-P",,Education; Santé; Nutrition; Crédit,Education; Santé; Nutrition; Crédit,,,,zones déclarées non reconnues,Américaine,Américaine,# 82-A - 9/10/86,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Oxfam America,OA,B-0574,7-Sep-12,,,,,,,,aucune zone déclarée au registre,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Oxfam Grande Bretagne,OXFAM GB,B-0253,,,,,,,,,aucune zone déclarée au registre,Britanique,Britanique,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Oxfam Italia,OI,B-0560,12-Dec-11,"Rue Brefet, Les Cayes",sabali.meschi@oxfamitalia.org,Agriculture,Sud Sud\&#039;Est,Sud,,,noms reconnus dans le texte libre des zones déclarées,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Oxfam Québec,OQ,B-0189,,"44, Champlois Bananier, Camp Perrin, Haiti",mathieup@oxfam.qc.ca,Assistance Technique et Humanitaire,Haïti,,,,zones déclarées non reconnues,Québéquoise,Québéquoise,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Pan American Development Foundation,PADF,A-0146,,"JBE Plaza, Boulevard du 15 Octobre, Belvil",,Agriculture; Agro Floresterie; Infrastructures Hydrauliques,Agriculture; Agro Floresterie; Infrastructures Hydrauliques,,,,zones déclarées non reconnues,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Parish Twinning Program of the Americas,PTPA,B-0386,23-Feb-06,"6, Rue A. Martial, Delmas 33, Ouest parishprogram@aol.com / domondesir@yahoo.com +509 4272-9166/ 3726-4472",,Santé,Petite Rivière de Nippes,Nippes,Petite Rivière de Nippes,HT1012,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Parole et Action,P&amp;A,A-0122,9-Aug-88,"10, Rue Acacia, Ave des Tourterelles, Rte Fragneauville, Delmas 75, Ouest, BP.13164 Delmas parolaction@yahoo.fr; admin@parolaction.org +509 2942-7683",info@paroleetaction.org,Agriculture; Assistance Sociale,Ouest Artibonite,Ouest ; Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 82 - 19/9/88,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Partnership For Productivity,PFP,A-0011,21-Nov-83,"B.P 15059, P.V",,,,,,,aucune zone déclarée au registre,Américaine,Américaine,# 84-A - 01/12/83,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Patners of the Americas,PA,B-0619,20-Aug-16,"143, Route de Frères, Pétion-Ville +509 3728-3714 / 3868-0947/ 3401-0649",,sante,"ouest, nord-est, artibonite",Ouest ; Nord ; Nord-Est ; Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Peace Dividend Trust,PDT,B-0481,5-Jul-10,"JBE&#039;s Plaza,Blvd 15 Octobre,Tabarre",,Assistance technique Aide au devt,Port-au-Prince,,Port-au-Prince,HT0111,noms reconnus dans le texte libre des zones déclarées,Canadienne,Canadienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"People to People Health Foundation, Inc",PROJECT HOPE,B-0224,18-Jan-96,"Centre Médical Crudem, Milot, Haïti",,Santé,Nord (Milot),Nord,Milot,HT0323,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Perspective pour la Santé et le Développement,PESADEV,B-0600,7-Aug-13,"7b, imp Orchidee, rue fleur de corail peoiniere, route de frere, petion ville",info@pesadev.org,sante,perches,,Perches,HT0413,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Phare National,PHARNA,B-0306,25-Nov-02,"261, route de Delmas (coin delmas 49)",,Santé; Développement,Département de l&#039;Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Pharmaciens Sans Frontières-Comité International,PSF-CI,B-0417,7-May-07,"10, Impasse Terminus, Delmas 81",,Santé,Département de l&#039;Artibonite,Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Française,Française,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Plan de Développement Intégré,PDI,B-0355,6-Jul-04,"5, Rue Morely, Christ-Roi",,Agricole,Artibonite Ouest Nord’Est Sud Sud’Est,Ouest ; Nord ; Nord-Est ; Artibonite ; Sud ; Sud-Est,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Plan International,PI,A-0023,28-Mar-84,"7, Impasse Borno, Rue Catalpa, Delmas 75, Delmas, Ouest info.haiti@plan-international.org +509 2813-1141/ 2811-0556",marie-denise.dortilus@plan-international.org,Parrainage d\&#039;Enfants,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,"# 20, 14/3/85",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Planete Urgence,PU,B-0174,23-Nov-10,"26, Rue Dupré Turnier, Jacmel, Sud-Est www.planete-urgence.org +509 3608-4225",,Aide au Developpement,"La Montagne,Commune de Jacmel",,Jacmel,HT0211,noms reconnus dans le texte libre des zones déclarées,Française,Française,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Planing Assistance,PA,B-0184,26-May-95,"1, Rue Théodule, Bourdon",,Assistance Technique,Haïti,,,,zones déclarées non reconnues,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Plastimoun,Plastimoun,B-0466,4-Feb-11,,,,,,,,aucune zone déclarée au registre,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Port-de-Paix Mennonite Mission,PMM,B-0239,10-Apr-96,"2, Rue W. Parisse Port-de-Paix, Nord\&#039;Ouest +509 4847-1902",,Agriculture,Nord-Est,Nord ; Nord-Est,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Première Urgence Internationale,PUR,B-0491,21-Sep-10,"179, Rue Faubert, Pétion-Ville cdervault@pu-ami.org / Haiti.cdm@pu-ami.org +509 4728-4424",,Ass; Technique Ass; Humanitaire Aide au Devt,Martissant(Cite de la joie) Fontamare,,,,zones déclarées non reconnues,Française,Française,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Private Agencies Collaborating Together,PACT,B-0214,26-Dec-95,"6, Rue Marcadieu, Bourdon",,Renforcement Institutionnel,Cap-Haïtien Gonaïves Hinche Jacmel Les Cayes,,Cap-Haïtien ; Gonaïves ; Hinche ; Jacmel ; Les Cayes,HT0211 ; HT0311 ; HT0511 ; HT0611 ; HT0711,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,# 24,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Productive Coopératives Haïti,PCH,B-0307,25-Nov-02,"6, Delmas 81, P-au-P // 8, Rue Macandal, Delams 19",pch@fida-pch.orgbetsy.wallfida.orgtroy.sanonfida-pch.org,Assistance Sociale,Artibonite: Haut Saint-Marc,Artibonite,Saint-Marc,HT0531,noms reconnus dans le texte libre des zones déclarées,Canadienne,Canadienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),ProgettoMondo Movimento LaiciAmerica Latina,PROGETTOMONDO MLAL,B-0620,20-Aug-16,"17, Rue Wilson 2, Pacot, Port-au-Prince, Ouest progetti@mlal.org / haiti@mlal.org +509 3635-8542 / 4414-4229",progetti@mlal.org,education,leogane,,Léogâne,HT0121,noms reconnus dans le texte libre des zones déclarées,Italienne,italienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Programme de Santé et Information,PSI/HAITI,B-0216,14-Dec-95,"20, Rue Chanlatte, Péguy-Ville, Pétion-Ville, Ouest info@psihaiti.org / rpaul@ohmasshaiti.org +509 3701-9040",rpaul@ohmasshaiti.org,Santé,Haïti,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,#12 - 8/2/01,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Programme Nutritionnel Educatif Espoir de l\\\&#039;Enfant,LESPWA TIMOUN,B-0621,20-Oct-16,"15, Rue La ferme, Michaud, Croix-des-Bouquets, Ouest carmelvaldema@gmail.com +509 3844-8026 / 3726-4933",pierrehenryfritzvaldema@gmail.com,"assistance sociale , education, sante","assistance sociale , education, sante",,,,zones déclarées non reconnues,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Project Concern International,PCI,B-0575,19-fév-15,"5, Route de Frères, Belvil, Pétion-Ville, Ouest jullio.lindor@pci-haiti.org +509 3701-7166 / 3435-7827",,,,,,,aucune zone déclarée au registre,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Project Medishare For Haïti,MEDISHARE,B-0415,,"9, Rue Tamarin, Thomonde, Centre +509 3709-5442/ 3682-8875",,Santé,Thomonde,,Thomonde,HT0613,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Promoteurs de l&#039;Objectif Zéro-Sida,POZ,B-0243,23-May-96,,,Santé,Nationale,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Pure Water for the World,Inc",PWW,B-0504,22-Mar-11,"3, Impasse Pierrot, Delmas 65, Delmas, Ouest +509 3770-0870",,Aide au Devt,Cite Soley Croix-des-Bouquets,,Croix-Des-Bouquets,HT0131,noms reconnus dans le texte libre des zones déclarées,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Pwoje Espwa Sud,PES,B-0443,1-Sep-08,"254, Rue Capital, Village Caster-Pere, Cayes",dberthony@hotmail.com,Agriculture,Plaine des Cayes,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Pwoje Men Kontre Haiti-Deutschland e.V.,PMK,B-0495,24-Sep-10,"Nan Ginen, Beaumont, Grand&#039;Anse",,Sante Education Agriculture,"Beaumont,Pestel(Grand&#039;Anse)",,Beaumont ; Pestel,HT0833 ; HT0834,noms reconnus dans le texte libre des zones déclarées,Allemande,Allemande,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Rapha House International , Inc",RHI,B-0648,6-Aug-18,"#3 thomassin 37, route de kenscoff",haitiraphahouse@gmail.com,Departement de l&#039;ouest,assistance- sociale,,,,zones déclarées non reconnues,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Reboisement Total,RETO,A-0081,2-Apr-86,"BP.13409, Delmas",,Agriculture,Agriculture,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,# 44 - 2/6/86,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Regroupement Oeuvrant à Travers des Actions Humanitaires en Haiti,ROTAH,B-0472,23-Mar-10,"Rue d&#039;Honneur, Pignon",,Education; Agriculture; Assistance Humanitaire; Aide au Developpement,Pignon St-Raphael Dondon Ranquite Lavictoire,,Dondon ; La Victoire ; Pignon,HT0342 ; HT0344 ; HT0345,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Relief International,RI,B-0568,,"16,impasse Beauvais,Catalpa",emily.hibbets@ri.orghqri.org,Assistance Sociale,"Centre,Ouest",Ouest ; Centre,,,noms reconnus dans le texte libre des zones déclarées,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Remember the Children/Sonte Timoun yo,Sotiyo,B-0489,21-Sep-10,"37, Ruelle Waag,Port-au-Prince,Haiti",,Ass. Humanitaire,Ouest Sud Sud&#039;Est,Ouest ; Sud,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Réseau d&#039;Initiatives de Développement Local,RIDEL,B-0336,22-Sep-03,"Immeuble Radio Ibo, Canape-Vert",,Assistance Sociale,Ganthier,,Ganthier,HT0133,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Réseau du Coeur,RC,SS-0623,4-Jan-17,"#70, ave jean paul II, turgeau, port-au-Prince",,education,petit-goave et ses environs,,Petit-Goâve,HT0122,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Révolution Verte d&#039;Haiti,REVH,B-0618,13-Aug-15,"#32, rue saint louis, petion ville",,"environnenment, reboisemnet, restauration","ticorail, cotes de fer",,Corail ; Côtes de Fer,HT0222 ; HT0831,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Rhema International,RI,A-0014,15-Dec-83,"BP.15009, P-V",,Education; Santé,Education; Santé,,,,zones déclarées non reconnues,Américaine,Americaine,"# 22, 19/3/84",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Saint Boniface Haiti Foundation,SBHF,B-0454,8-Jan-09,"28, Rue O, (Rue Y. Rimpel), Turgeau, P-au-P",,Santé,Fonds des Blancs,,,,zones déclarées non reconnues,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
